,Name,Rank,Rating,Release_year,Episodes,Type,Studio,Tags,staff,Good_Anime
146,5 Centimeters per Second,1721.0,7.66,2007-01-01 00:00:00.000000,0.0,Movie,CoMix Wave Films,"Drama, Romance, Childhood Friends, Trains, Unrequited Love, Original Work","Makoto Shinkai : Producer & Director & Art Director & Color Design & Editor & Episode Director & Original Character Design & Original Creator & Screenplay & Sound Director & Storyboard, Tenmon : Music, Takayo Nishimura : Animation Director & Character Design, Hyeon-Hui Mun : Assistant Animation Director",0
147,5-fun de Wakaru! Kingdom: Gou Juugun-hen,7452.0,6.74,2020-01-01 00:00:00.000000,2.0,Web,St. Signpost,"Action, Seinen, Ancient China, Historical, Recap, Short Episodes, War, Based on a Manga",unknown,0
148,5-fun de Wakaru: Violet Evergarden,2817.0,7.38,2018-01-01 00:00:00.000000,3.0,Web,Kyoto Animation,"Drama, Recap, Short Episodes, Based on a Light Novel",unknown,0
149,5-nin no Yuusha to 5-tsu no Sengen,12762.0,6.04,2020-01-01 00:00:00.000000,1.0,Web,DLE,"Fantasy, Promotional, Flash Animation",unknown,0
150,5-tou ni Naritai.,3122.0,7.32,1995-01-01 00:00:00.000000,0.0,Movie,Tama Production,"Drama, Slice of Life, Disability, School Life, Based on a Novel, Bullying,, Emotional Abuse","Etsuko Kishikawa : Original Creator, Mei Katou : Director, Michiru Ooshima : Music, Takashi Saijo : Character Design",0
152,53rd Golden Horse Awards Opening Animation,10625.0,6.38,2016-01-01 00:00:00.000000,0.0,Other,MangoWork Studio,"Chinese Animation, Opening Animation, Promotional",Po Chou Chi : Art Director,0
153,6 Lovers,13591.0,5.82,2021-01-01 00:00:00.000000,6.0,Web,Winter 2021,"BL, Romance, Yaoi, Adult Couples, Episodic, Mature Romance, Short Episodes, Based on a Manga, Explicit Sex",unknown,0
154,663114,14945.0,5.1,2011-01-01 00:00:00.000000,0.0,Movie,unknown,"Environmental, Insects, Shorts, Original Work","Isamu Hirabayashi : Director, Takashi Watanabe : Music",0
155,6HP - Six Hearts Princess,5419.0,6.96,2016-01-01 00:00:00.000000,0.0,TV Sp,Poncotan,"Action, Fantasy, Magical Girl, Henshin Heroes, Magic, Original Work","Takashi Murakami : Director, Mebae : Character Design",0
157,7 Seeds,5907.0,6.9,2019-01-01 00:00:00.000000,12.0,Web,GONZO,"Action, Adventure, Drama, Horror, Josei, Mystery, Sci Fi, Person in a Strange World, Post-apocalyptic, Psychological, Survival, Based on a Manga, Animal Abuse,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Violence","Yumi Tamura : Original Creator, Yukio Takahashi : Director, Touko Machida : Screenplay & Series Composition, Michiru : Music, Youko Satou : Character Design",0
158,7 Seeds 2nd Season,2200.0,7.52,2020-01-01 00:00:00.000000,12.0,Web,Studio KAI,"Action, Adventure, Drama, Josei, Person in a Strange World, Post-apocalyptic, Ship, Survival, Based on a Manga","Yumi Tamura : Original Creator, Yukio Takahashi : Director, Touko Machida : Screenplay & Series Composition, Michiru : Music, Youko Satou : Character Design, Tomo : Song Composition & Song Lyrics & Song Performance, Fujimura : Song Performance, Yurin : Song Performance",0
159,"7-Eleven: Tokimeki wa, Sugusoba ni.",8601.0,6.62,2021-01-01 00:00:00.000000,3.0,Web,The Answer Studio,"Slice of Life, Commercials, Convenience Store, Promotional, Short Episodes",Hiroshi Kawamata : Director,0
160,"7-Eleven: Tokimeki wa, Sugusoba ni. Memorial Movie",8403.0,6.64,2021-01-01 00:00:00.000000,1.0,Web,The Answer Studio,"Slice of Life, Commercials, Convenience Store, Promotional, Shorts",Hiroshi Kawamata : Director,0
161,77 Danui Bimil,9040.0,6.56,1978-01-01 00:00:00.000000,0.0,Movie,unknown,"Action, Drama, Korean Animation, Based on a Novel","Seung-Cheol Park : Director, Min-Seob Jeong : Music, Sam-Yong Kim : Producer",0
162,8 Man,10604.0,6.38,1963-01-01 00:00:00.000000,56.0,TV,Nippon Animation,"Action, Sci Fi, Shounen, Black and White, Cyborgs, Police, Superheroes, Based on a Manga","Haruyuki Kawajima : Director, Tetsuaki Hagiwara : Music, Jiro Kuwata : Character Design, Kiyoshi Onishi : Character Design, Toshimichi Miwa : Producer",0
163,8 Man After,12395.0,6.1,1993-01-01 00:00:00.000000,4.0,OVA,J.C.Staff,"Action, Sci Fi, Shounen, Cyborgs, Police, Superheroes, Based on a Manga, Violence","Sumiyoshi Furakawa : Director, Jiro Kuwata : Character Design, Hideo Suzuki : Photography Director, Kunihiro Abe : Mechanical Design, Kouji Honda : Producer, Shinji Komori : Producer, Michihisa Abe : Producer, Shinnji Kobayashi : Producer",0
164,80 Days Around the World With Willy Fog,10592.0,6.38,1987-01-01 00:00:00.000000,26.0,TV,Nippon Animation,"Adventure, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Based on a Novel","Fumio Kurokawa : Director, Shunsuke Kikuchi : Music, Isamu Kumata : Character Design",0
165,801 T.T.S. Airbats,9855.0,6.48,1994-01-01 00:00:00.000000,7.0,OVA,Studio Fantasia,"Comedy, Romance, Shounen, Aviation, Love Triangle, Military, Based on a Manga, Nudity","Toshimitsu Shimizu : Original Creator, Yuuji Moriyama : Character Design & Chief Director, Junichi Sakata : Director, Shin Misawa : Director, Tooru Yoshida : Director, Osamu Mikasa : Director, Seikou Nagaoka : Music, Norimasa Yamanaka : Music",0
166,84 Taekwon V,8737.0,6.6,1984-01-01 00:00:00.000000,0.0,Movie,unknown,"Action, Mecha, Sci Fi, Korean Animation",unknown,0
169,86: Eighty-Six,386.0,8.32,2021-01-01 00:00:00.000000,11.0,TV,A-1 Pictures,"Action, Drama, Sci Fi, Military, War, Based on a Light Novel, Mature Themes,, Violence","Asato Asato : Original Creator, Shirabi : Original Character Design, Toshimasa Ishii : Director & Episode Director & Storyboard, Toshiya Oono : Screenplay & Series Composition, Kohta Yamamoto : Music, Hiroyuki Sawano : Music & Song Arrangement & Song Composition, Tetsuya Kawakami : Animation Director & Character Design & Chief Animation Director & Key Animator, Masaharu Okazaki : Photography Director",0
170,86: Eighty-Six - Coquelicots Blooming Across the Battlefield,8042.0,6.68,2021-01-01 00:00:00.000000,0.0,TV Sp,A-1 Pictures,"Action, Drama, Sci Fi, Military, Recap, War, Based on a Light Novel",unknown,0
171,86: Eighty-Six - Part II,178.0,8.54,2021-01-01 00:00:00.000000,0.0,TV,A-1 Pictures,"Action, Drama, Sci Fi, Military, War, Based on a Light Novel, Violence","Asato Asato : Original Creator, Toshimasa Ishii : Director, Hiroyuki Sawano : Music, Kohta Yamamoto : Music, Tetsuya Kawakami : Character Design",0
172,86: Eighty-Six - Part II: If There's Something Worth Dying For,9871.0,6.48,2021-01-01 00:00:00.000000,0.0,TV Sp,A-1 Pictures,"Action, Drama, Sci Fi, Military, Recap, War, Based on a Light Novel",unknown,0
174,91 Days,918.0,7.98,2016-01-01 00:00:00.000000,12.0,TV,Shuka,"Drama, America, Animeism, Crime, Criminals, Death of a Loved One, Gangs, Guns, Historical, Mafia, Revenge, Thriller, Original Work, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Content","Hiro Kaburagi : Director, Shougo Kaida : Music, Tomohiro Kishi : Character Design, Yoshiki Obata : Photography Director, Toshihiro Maeda : Producer, Toshio Iizuka : Producer, Yuuji Yanase : Episode Director, Masahiko Murata : Key Animator & Op Director & Storyboard",0
175,91 Days Special,6775.0,6.82,2017-01-01 00:00:00.000000,0.0,DVD S,Shuka,"Drama, America, Gangs, Guns, Historical, Mafia, Revenge, Thriller, Original Work",unknown,0
176,91 Days: Brief Candle,10728.0,6.36,2016-01-01 00:00:00.000000,0.0,TV Sp,Shuka,"Drama, Animeism, Gangs, Historical, Mafia, Recap, Revenge, Original Work, Explicit Violence,, Sexual Content","Hiro Kaburagi : Director, Shougo Kaida : Music, Tomohiro Kishi : Character Design",0
177,91 Daze,12880.0,6.02,2016-01-01 00:00:00.000000,0.0,DVD S,Shuka,"Comedy, Chibi",unknown,0
181,?/Rhythmic Triangles/Fighting Cards,14494.0,5.44,1932-01-01 00:00:00.000000,0.0,Movie,unknown,"Abstract, Black and White, Shorts",Shigeji Ogino : Director,0
182,A Big First-year Student and a Small Second-year Student,11423.0,6.26,2014-01-01 00:00:00.000000,0.0,Movie,A-1 Pictures,"Slice of Life, Anime Tamago, Shorts, Original Work","Ayumu Watanabe : Director, Shizue Kaneko : Character Design, Makoto Sotozaki : Producer",0
183,A Branch of a Pine Is Tied up,9588.0,6.5,2017-01-01 00:00:00.000000,1.0,Web,Tomoyasu Murata Company,"No Dialogue, Shorts, Stop Motion Animation",Tomoyasu Murata : Director,0
184,A Bridge to the Starry Skies,5614.0,6.94,2011-01-01 00:00:00.000000,12.0,TV,Doga Kobo,"Comedy, Ecchi, Harem, Romance, Countryside, Panty Shots, School Life, Based on an Eroge, Based on a Visual Novel","Takenori Mihara : Director, Atsushi Umebori : Music, Funta : Music, Haruo Oogawara : Character Design, Makoto Itou : Producer, Takema Okamura : Producer, Yuuichirou Takahata : Producer, Uesama : Producer",0
185,A Bridge to the Starry Skies OVA,6663.0,6.82,2011-01-01 00:00:00.000000,1.0,OVA,Doga Kobo,"Comedy, Ecchi, Romance, Countryside, Based on an Eroge, Based on a Visual Novel, Nudity","Takenori Mihara : Director, Atsushi Umebori : Music, Haruo Oogawara : Character Design, Makoto Itou : Producer, Takema Okamura : Producer, Yuuichirou Takahata : Producer, Uesama : Producer, Hajime Kamata : Producer",0
186,A Centaur's Life,10756.0,6.36,2017-01-01 00:00:00.000000,12.0,TV,Haoliners Animation League,"Comedy, Ecchi, Fantasy, Seinen, Slice of Life, Animal Characteristics, Centaurs, Contemporary Fantasy, Monster Girls, Monsters, Monster School, Non-Human Protagonists, School Life, Urban Fantasy, Based on a Manga, Nudity","Kei Murayama : Original Creator, Naoyuki Konno : Director, Fumitoshi Oizaki : Director, Touko Machida : Series Composition, Tak Miyazawa : Music, Sakae Shibuya : Character Design, Kouji Akio : Producer, Yukiyo Komito : Chief Animation Director",0
187,A Certain Magical Index,1554.0,7.72,2008-01-01 00:00:00.000000,24.0,TV,J.C.Staff,"Action, Sci Fi, Magic, Supernatural, Superpowers, Based on a Light Novel, Explicit Violence","Hiroshi Nishikiori : Director, Maiko Iuchi : Music, Yuuichi Tanaka : Character Design, Yuuji Matsukura : Producer, Kouhei Kawase : Producer, Yasutaka Kimura : Producer, Nobuhiro Nakayama : Producer, Kazuma Miki : Producer",0
188,A Certain Magical Index 10th Anniversary PV,10222.0,6.42,2014-01-01 00:00:00.000000,0.0,Other,J.C.Staff,"Sci Fi, Magic, Promotional, Based on a Light Novel",unknown,0
189,A Certain Magical Index II,1018.0,7.94,2010-01-01 00:00:00.000000,24.0,TV,J.C.Staff,"Action, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel","Hiroshi Nishikiori : Director, Maiko Iuchi : Music, Yuuichi Tanaka : Character Design, Nobuhiro Nakayama : Producer, Satoshi Fujita : Producer, Shigeru Nishiyama : Editor, Michio Fukuda : Storyboard, Seiya Numata : Animation Director & Chief Animation Director",0
190,A Certain Magical Index III,3536.0,7.24,2018-01-01 00:00:00.000000,26.0,TV,J.C.Staff,"Action, Drama, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel, Violence","Hiroshi Nishikiori : Director, Maiko Iuchi : Music, Yuuichi Tanaka : Character Design, Yasutaka Kimura : Producer, Kazuma Miki : Producer, Michihisa Abe : Producer, Kozue Kaneniwa : Producer, Kentarou Hattori : Producer",1
191,A Certain Magical Index Movie: The Miracle of Endymion,1431.0,7.76,2013-01-01 00:00:00.000000,0.0,Movie,J.C.Staff,"Action, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel","Hiroshi Nishikiori : Director, Maiko Iuchi : Music, Yuuichi Tanaka : Character Design, Yuuji Matsukura : Producer, Yasutaka Kimura : Producer, Nobuhiro Nakayama : Producer, Satoshi Fujita : Producer, Kentarou Hattori : Producer",0
192,A Certain Magical Index Movie: The Miracle of Endymion Special,4903.0,7.02,2013-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Sci Fi, Gag, Magic, Parody, Psychic Powers, Superpowers",Kouhei Kawase : Producer,0
193,A Certain Magical Index-tan,4280.0,7.12,2009-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Sci Fi, Magic, Parody, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel","Maiko Iuchi : Music, Yuuichi Tanaka : Character Design",0
194,A Certain Magical Index-tan II,4974.0,7.02,2011-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Sci Fi, Gag, Magic, Parody, Psychic Powers, Supernatural, Superpowers",unknown,0
195,A Certain Magical Index-tan III,11379.0,6.28,2018-01-01 00:00:00.000000,0.0,Other,unknown,"Comedy, Sci Fi, Gag, Magic, Parody, Short Episodes, Superpowers",unknown,0
196,A Certain Scientific Accelerator,2111.0,7.56,2019-01-01 00:00:00.000000,12.0,TV,J.C.Staff,"Action, Sci Fi, Psychic Powers, Supernatural, Based on a Manga, Violence","Kazuma Kamachi : Original Creator, Nobuharu Kamanaka : Director, Maiko Iuchi : Music, Youhei Yaegashi : Character Design, Masaharu Amiya : Screenplay, Takaaki Fukuyo : Animation Director",0
197,A Certain Scientific Accelerator Special,6419.0,6.86,2019-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Sci Fi, Gag, Psychic Powers, Supernatural, Based on a Manga",unknown,0
198,A Certain Scientific Railgun,988.0,7.94,2009-01-01 00:00:00.000000,24.0,TV,J.C.Staff,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga","Kazuma Kamachi : Original Creator, Tatsuyuki Nagai : Director, Maiko Iuchi : Music, Yuuichi Tanaka : Character Design, Nobuhiro Nakayama : Producer, Kazuma Miki : Producer, Kenji Mine : Producer, Satoshi Fujita : Producer",0
199,A Certain Scientific Railgun OVA,1548.0,7.72,2010-01-01 00:00:00.000000,1.0,OVA,J.C.Staff,"Action, Mystery, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers","Tatsuyuki Nagai : Director, Maiko Iuchi : Music, Yuuichi Tanaka : Character Design, Yuuji Matsukura : Producer, Kouhei Kawase : Producer, Nobuhiro Nakayama : Producer, Kenji Mine : Producer, Satoshi Fujita : Producer",0
200,A Certain Scientific Railgun S,495.0,8.24,2013-01-01 00:00:00.000000,24.0,TV,J.C.Staff,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga","Kazuma Kamachi : Original Creator, Tatsuyuki Nagai : Director, Maiko Iuchi : Music, Yuuichi Tanaka : Character Design, Nobuhiro Nakayama : Producer, Kazuma Miki : Producer, Kenji Mine : Producer, Satoshi Fujita : Producer",0
201,A Certain Scientific Railgun S Specials,3745.0,7.2,2013-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Sci Fi, Gag, Magic, Parody, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel",unknown,0
202,A Certain Scientific Railgun S: All the Important Things I Learned in a Bathhouse,7025.0,6.78,2014-01-01 00:00:00.000000,1.0,OVA,J.C.Staff,"Comedy, Sci Fi, Slice of Life, Supernatural, Superpowers, Based on a Light Novel",unknown,0
203,A Certain Scientific Railgun Specials,4885.0,7.02,2010-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Sci Fi, Magic, Parody, Psychic Powers, Supernatural, Superpowers","Maiko Iuchi : Music, Yuuichi Tanaka : Character Design",0
204,A Certain Scientific Railgun T,557.0,8.2,2020-01-01 00:00:00.000000,25.0,TV,J.C.Staff,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga","Kazuma Kamachi : Original Creator, Tatsuyuki Nagai : Director, Yuuichi Tanaka : Character Design, Kazuma Miki : Producer, Shigeru Nishiyama : Editor",0
205,A Certain Scientific Railgun T: Motto Marutto Railgun,6312.0,6.86,2020-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Sci Fi, Gag",unknown,0
206,A Child's Metaphysics,14281.0,5.56,2007-01-01 00:00:00.000000,0.0,Movie,Yamamura Animation,"Abstract, No Dialogue, Shorts, Original Work",Koji Yamamura : Producer & Director & Character Design,0
207,A Dark Rabbit Has Seven Lives,8550.0,6.62,2011-01-01 00:00:00.000000,12.0,TV,Zexcs,"Fantasy, Romance, Curse, Demons, Vampires, Based on a Light Novel","Takashi Yamamoto : Director, Shigeo Komori : Music, Satoru Isono : Character Design, Yoshikazu Iwanami : Sound Director, Yoshikazu Kumagai : Producer, Akira Yoshikawa : Producer, Jun Fukuda : Producer, Seiichi Kawashima : Producer",0
208,A Dark Rabbit Has Seven Lives OVA,6014.0,6.9,2011-01-01 00:00:00.000000,1.0,OVA,Zexcs,"Comedy, Fantasy, Body Swapping, Gender Bender, School Life, Supernatural, Vampires, Based on a Light Novel","Takashi Yamamoto : Director, Shigeo Komori : Music, Satoru Isono : Character Design, Yoshikazu Iwanami : Sound Director, Seiichi Hachiya : Producer, Jun Fukuda : Producer, Fumihiko Shinozaki : Producer, Seiichi Kawashima : Producer",0
209,A Dark Rabbit Has Seven Lives Picture Drama,11768.0,6.22,2011-01-01 00:00:00.000000,0.0,DVD S,Zexcs,"Picture Drama, Based on a Light Novel",unknown,0
210,A Day Before Us,915.0,7.98,2017-01-01 00:00:00.000000,10.0,Web,LICO,"Romance, Korean Animation, Short Episodes, Original Work",unknown,0
211,A Day Before Us 2,609.0,8.16,2018-01-01 00:00:00.000000,15.0,Web,LICO,"Romance, Korean Animation, Short Episodes, Original Work",unknown,0
212,A Day Before Us ZERO,1152.0,7.88,2018-01-01 00:00:00.000000,19.0,Web,LICO,"Romance, Korean Animation, Short Episodes, Original Work",unknown,0
213,A Day Before Us: Merry Christmas!,11956.0,6.18,2018-01-01 00:00:00.000000,1.0,Web,LICO,"Christmas, Korean Animation, Shorts, Original Work",unknown,0
214,A Destructive God Sits Next to Me,8576.0,6.62,2020-01-01 00:00:00.000000,12.0,TV,EMT Squared,"Comedy, Josei, Based on a Manga","Arata Aki : Original Creator, Atsushi Nigorikawa : Director, Kanako Hara : Music, Yuki Nakano : Character Design",0
215,A Feather Stare at the Dark,14462.0,5.46,2003-01-01 00:00:00.000000,0.0,Movie,unknown,"Black and White, Shorts, Nudity","Naoyuki Tsuji : Director, Makiko Takanashi : Music",0
216,A Gaze in Summer 1.9.4.2,14238.0,5.58,2002-01-01 00:00:00.000000,0.0,Movie,unknown,Shorts,Keiichi Tanaami : Director,0
217,A Good Librarian Like a Good Shepherd,5800.0,6.92,2014-01-01 00:00:00.000000,12.0,TV,Felix Film,"Harem, Romance, Library, School Club, School Life, Based on an Eroge, Based on a Visual Novel","Kenichi Konishi : Director & Character Design & Chief Animation Director, Yuu Nobuta : Director & Character Design & Chief Animation Director, Tomomi Kamiya : Director & Character Design & Chief Animation Director, Kaori Hayashi : Director & Character Design & Chief Animation Director, Mami Sodeyama : Director & Character Design & Chief Animation Director, Shigemi Ikeda : Art Director, Masaru Nagai : Producer",0
218,A Good Librarian Like a Good Shepherd Picture Drama,13169.0,5.94,2014-01-01 00:00:00.000000,0.0,DVD S,Felix Film,"Comedy, Library, Picture Drama, Based on an Eroge, Based on a Visual Novel",unknown,0
219,A Gum Boy,14686.0,5.32,2010-01-01 00:00:00.000000,0.0,Movie,unknown,"Fantasy, Shorts, Original Work","Masaki Okuda : Director, Daisuke Matsuoka : Music, Koji Yamamura : Producer",0
220,A Hundred Percents,10354.0,6.4,1990-01-01 00:00:00.000000,1.0,OVA,J.C.Staff,"Comedy, Romance, Work Life, Based on a Manga","Kimio Yanagisawa : Original Creator, Yoshihisa Matsumoto : Director, Kazuo Iimura : Character Design",0
221,A Japanese Boy Who Draws,5748.0,6.92,2018-01-01 00:00:00.000000,0.0,Movie,Nekonigashi,"Drama, Shorts","Masayoshi Kawajiri : Director, Hidekazu Nagai : Music",0
222,A Jewish Girl in Shanghai,7158.0,6.78,2010-01-01 00:00:00.000000,0.0,Movie,unknown,"Chinese Animation, Family Friendly, Historical, War, World War 2, Based on a Comic Book",unknown,0
223,A Journey Through Fairyland,7830.0,6.7,1985-01-01 00:00:00.000000,0.0,Movie,Sanrio,"Fantasy, Romance, Classical Music, Family Friendly, Interspecies Relationship, Magic, Music, Original Work","Masami Hata : Director, Naozumi Yamamoto : Music, Yukio Abe : Art Director, Tsunemasa Hatano : Producer, Atsushi Tomioka : Producer",0
224,A Letter to Momo,1470.0,7.74,2011-01-01 00:00:00.000000,0.0,Movie,Production I.G,"Comedy, Fantasy, Coming of Age, Contemporary Fantasy, Countryside, Death of a Loved One, Family Friendly, Island, Japanese Mythology, Lifestyle Change, Supernatural, Youkai, Original Work","Hiroyuki Okiura : Director & Character Design, Mina Kubota : Music, Masashi Andou : Character Design, Arimasa Okada : Producer, Motoki Mukaichi : Producer, Keiko Matsushita : Producer, Takahiro Tanaka : Key Animator, Shinya Oohira : Key Animator",0
